,title,year,runtime[min],genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
1063,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444,12300000.0,767000.0,13067000.0,Comedy,Mystery,Sci-Fi
1064,Loving,2016,123.0,"Biography,Drama,Romance",7.0,28079,7800000.0,5200000.0,13000000.0,Biography,Drama,Romance
1065,Child 44,2015,137.0,"Crime,Drama,History",6.5,59477,1200000.0,11700000.0,12900000.0,Crime,Drama,History
1066,Welcome To Marwen,2018,116.0,"Biography,Comedy,Drama",6.1,8920,10800000.0,2100000.0,12900000.0,Biography,Comedy,Drama
1067,Mubarakan,2017,156.0,"Comedy,Romance",5.6,2989,759000.0,12100000.0,12859000.0,Comedy,Romance,
1068,Hotel Artemis,2018,94.0,"Action,Drama,Sci-Fi",6.1,30586,6700000.0,6000000.0,12700000.0,Action,Drama,Sci-Fi
1069,Raajneeti,2010,163.0,"Crime,Drama",7.2,15214,1500000.0,11100000.0,12600000.0,Crime,Drama,
1070,Made In Dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121,1100000.0,11300000.0,12400000.0,Biography,Comedy,Drama
1071,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089,9700000.0,2600000.0,12300000.0,Drama,Romance,
1072,The Beatles: Eight Days A Week - The Touring Years,2016,106.0,"Documentary,Music",7.8,9666,2900000.0,9400000.0,12300000.0,Documentary,Music,
1073,102 Not Out,2018,102.0,"Comedy,Drama",7.5,4802,1300000.0,10900000.0,12200000.0,Comedy,Drama,
1074,Stoker,2013,99.0,"Drama,Thriller",6.8,97393,1700000.0,10400000.0,12100000.0,Drama,Thriller,
1075,A Most Violent Year,2014,125.0,"Crime,Drama,Thriller",7.0,60165,5700000.0,6300000.0,12000000.0,Crime,Drama,Thriller
1076,Tamara Drewe,2010,107.0,"Comedy,Drama,Romance",6.2,19362,560000.0,11400000.0,11960000.0,Comedy,Drama,Romance
1077,Bachelorette,2012,87.0,"Comedy,Romance",5.3,43131,448000.0,11500000.0,11948000.0,Comedy,Romance,
1078,The Warring States,2011,126.0,"Drama,War",4.6,458,69000.0,11800000.0,11869000.0,Drama,War,
1079,Boy Erased,2018,115.0,"Biography,Drama",7.0,18768,6800000.0,5000000.0,11800000.0,Biography,Drama,
1080,Earth: One Amazing Day,2017,95.0,"Documentary,Family",7.8,1908,81300.0,11600000.0,11681300.0,Documentary,Family,
1081,Fun Size,2012,86.0,"Adventure,Comedy",5.4,12926,9400000.0,2000000.0,11400000.0,Adventure,Comedy,
1082,Snow Flower And The Secret Fan,2011,104.0,"Drama,History",6.1,3429,1300000.0,10000000.0,11300000.0,Drama,History,
1083,Before Midnight,2013,109.0,"Drama,Romance",7.9,123107,8100000.0,3100000.0,11200000.0,Drama,Romance,
1084,We Are Your Friends,2015,96.0,"Drama,Music,Romance",6.2,32327,3600000.0,7500000.0,11100000.0,Drama,Music,Romance
1085,The Warrior'S Way,2010,100.0,"Action,Fantasy,Western",6.3,24271,5700000.0,5400000.0,11100000.0,Action,Fantasy,Western
1086,Gringo,2018,111.0,"Action,Comedy,Crime",6.1,21279,5000000.0,6000000.0,11000000.0,Action,Comedy,Crime
1087,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860,10500000.0,356000.0,10856000.0,Action,Drama,Fantasy
1088,Win Win,2011,106.0,"Comedy,Drama,Sport",7.2,51618,10200000.0,652000.0,10852000.0,Comedy,Drama,Sport
1089,Our Kind Of Traitor,2016,108.0,"Crime,Drama,Thriller",6.2,17511,3200000.0,7600000.0,10800000.0,Crime,Drama,Thriller
1090,Danny Collins,2015,106.0,"Biography,Comedy,Drama",7.0,27435,5600000.0,5200000.0,10800000.0,Biography,Comedy,Drama
1091,Golden Slumber,2018,108.0,"Action,Thriller",5.9,384,94500.0,10600000.0,10694500.0,Action,Thriller,
1092,Only God Forgives,2013,90.0,"Crime,Drama",5.7,100318,779000.0,9900000.0,10679000.0,Crime,Drama,
1093,The Past,2013,130.0,"Drama,Mystery",7.8,41191,1300000.0,9300000.0,10600000.0,Drama,Mystery,
1094,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490,612000.0,9900000.0,10512000.0,Comedy,Drama,
1095,The Perfect Match,2016,96.0,"Comedy,Romance",4.9,3052,9700000.0,745000.0,10445000.0,Comedy,Romance,
1096,Queen Of Katwe,2016,124.0,"Biography,Drama,Sport",7.4,13039,8900000.0,1500000.0,10400000.0,Biography,Drama,Sport
1097,The Babadook,2014,94.0,"Drama,Horror",6.8,171411,964000.0,9300000.0,10264000.0,Drama,Horror,
1098,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944,7500000.0,2500000.0,10000000.0,Crime,Horror,Mystery
1099,Kin,2018,102.0,"Action,Drama,Sci-Fi",5.7,9048,5700000.0,4300000.0,10000000.0,Action,Drama,Sci-Fi
1100,Cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457,7500000.0,2500000.0,10000000.0,Comedy,Drama,Romance
1101,Seeking A Friend For The End Of The World,2012,101.0,"Adventure,Comedy,Drama",6.7,102047,7100000.0,2600000.0,9700000.0,Adventure,Comedy,Drama
1102,Conviction,2010,107.0,"Biography,Crime,Drama",7.2,39771,6800000.0,2900000.0,9700000.0,Biography,Crime,Drama
1103,The Apparition,2012,83.0,"Horror,Thriller",4.1,18112,4900000.0,4700000.0,9600000.0,Horror,Thriller,
1104,Traffik,2018,96.0,"Action,Crime,Drama",6.0,16662,9200000.0,336000.0,9536000.0,Action,Crime,Drama
1105,Babies,2010,79.0,Documentary,7.1,6672,7300000.0,2200000.0,9500000.0,Documentary,,
1106,Stone,2010,105.0,"Drama,Thriller",5.4,38667,1800000.0,7700000.0,9500000.0,Drama,Thriller,
1107,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084,2400000.0,7000000.0,9400000.0,Drama,Romance,Sci-Fi
1108,Saving Private Perez,2011,105.0,"Adventure,Comedy,Western",6.0,1727,1400000.0,7900000.0,9300000.0,Adventure,Comedy,Western
1109,Jerusalem,2013,44.0,Documentary,7.3,1056,8000000.0,1300000.0,9300000.0,Documentary,,
1110,Macgruber,2010,90.0,"Action,Comedy,Romance",5.5,39782,8500000.0,797000.0,9297000.0,Action,Comedy,Romance
1111,My Cousin Rachel,2017,106.0,"Drama,Mystery,Romance",6.0,15473,2700000.0,6500000.0,9200000.0,Drama,Mystery,Romance
1112,Miss Sloane,2016,132.0,"Drama,Thriller",7.5,52788,3500000.0,5600000.0,9100000.0,Drama,Thriller,
1113,Me And Earl And The Dying Girl,2015,105.0,"Comedy,Drama,Romance",7.8,112627,6800000.0,2300000.0,9100000.0,Comedy,Drama,Romance
1114,The Sessions,2012,95.0,"Biography,Comedy,Drama",7.2,39731,6000000.0,3100000.0,9100000.0,Biography,Comedy,Drama
1115,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",7.2,90963,2500000.0,6600000.0,9100000.0,Comedy,Drama,Fantasy
1116,Hyde Park On Hudson,2012,94.0,"Biography,Comedy,Drama",5.9,10726,6400000.0,2500000.0,8900000.0,Biography,Comedy,Drama
1117,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487,3900000.0,4900000.0,8800000.0,Action,Horror,Sci-Fi
1118,On The Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886,744000.0,8000000.0,8744000.0,Adventure,Drama,Romance
1119,7 Days In Entebbe,2018,107.0,"Action,Drama,History",5.8,10441,3300000.0,5400000.0,8700000.0,Action,Drama,History
1120,The Fifth Estate,2013,128.0,"Biography,Drama,Thriller",6.2,36392,3300000.0,5300000.0,8600000.0,Biography,Drama,Thriller
1121,Piranha 3Dd,2012,83.0,"Comedy,Horror",3.7,37088,377000.0,8100000.0,8477000.0,Comedy,Horror,
1122,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037,2500000.0,5900000.0,8400000.0,Drama,History,Romance
1123,Stronger,2017,119.0,"Biography,Drama",7.0,33464,4200000.0,4200000.0,8400000.0,Biography,Drama,
1124,Stronger,2017,125.0,Drama,6.8,22,4200000.0,4200000.0,8400000.0,Drama,,
1125,Shaandaar,2015,144.0,"Comedy,Drama,Romance",3.7,4229,522000.0,7800000.0,8322000.0,Comedy,Drama,Romance
1126,Bel Ami,2012,102.0,"Drama,History,Romance",5.4,17055,120000.0,8199999.0,8319999.0,Drama,History,Romance
1127,Iron Sky,2012,93.0,"Action,Comedy,Sci-Fi",5.9,87609,122000.0,8000000.0,8122000.0,Action,Comedy,Sci-Fi
1128,Metallica Through The Never,2013,93.0,Music,7.2,15592,3400000.0,4600000.0,8000000.0,Music,,
1129,Casa De Mi Padre,2012,84.0,"Comedy,Western",5.5,19170,5900000.0,2100000.0,8000000.0,Comedy,Western,
1130,Heroine,2012,149.0,Drama,5.1,3685,599000.0,7400000.0,7999000.0,Drama,,
1131,Suspiria,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360,2500000.0,5400000.0,7900000.0,Fantasy,Horror,Mystery
1132,Inside Job,2010,109.0,"Crime,Documentary",8.3,65304,4300000.0,3600000.0,7900000.0,Crime,Documentary,
1133,Pulling Strings,2013,111.0,"Comedy,Romance",6.0,1644,5800000.0,2000000.0,7800000.0,Comedy,Romance,
1134,Viceroy'S House,2017,106.0,"Biography,Drama,History",6.7,5546,1100000.0,6700000.0,7800000.0,Biography,Drama,History
1135,Finding Fanny,2014,102.0,"Adventure,Comedy,Drama",5.8,5841,616000.0,7100000.0,7716000.0,Adventure,Comedy,Drama
1136,Amityville: The Awakening,2017,85.0,"Horror,Thriller",4.9,10930,700.0,7700000.0,7700700.0,Horror,Thriller,
1137,Just Getting Started,2017,91.0,"Action,Comedy",4.4,4829,6100000.0,1600000.0,7700000.0,Action,Comedy,
1138,Beirut,2018,109.0,"Drama,Thriller",6.4,14988,5000000.0,2500000.0,7500000.0,Drama,Thriller,
1139,A Royal Affair,2012,137.0,"Biography,Drama,History",7.6,40993,1500000.0,6000000.0,7500000.0,Biography,Drama,History
1140,The Big Year,2011,100.0,Comedy,6.2,39522,7200000.0,244000.0,7444000.0,Comedy,,
1141,Black Nativity,2013,93.0,"Drama,Family,Music",4.6,1901,7000000.0,436000.0,7436000.0,Drama,Family,Music
1142,Beatriz At Dinner,2017,82.0,"Comedy,Drama",6.1,7985,7100000.0,310000.0,7410000.0,Comedy,Drama,
1143,Blue Is The Warmest Color,2013,180.0,"Drama,Romance",7.8,124409,2200000.0,5200000.0,7400000.0,Drama,Romance,
1144,Return Of The Hero,2018,90.0,"Comedy,History",6.4,2196,37100.0,7300000.0,7337100.0,Comedy,History,
1145,The Beaver,2011,91.0,Drama,6.7,45173,971000.0,6300000.0,7271000.0,Drama,,
1146,A Long Way Down,2014,96.0,"Comedy,Drama",6.4,29260,13300.0,7200000.0,7213300.0,Comedy,Drama,
1147,Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085,124000.0,6700000.0,6824000.0,Action,Adventure,Drama
1148,"Two Days, One Night",2014,95.0,Drama,7.3,41288,1400000.0,5400000.0,6800000.0,Drama,,
1149,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576,1000000.0,5700000.0,6700000.0,Crime,Drama,
1150,Soorma,2018,131.0,"Biography,Drama,Sport",7.4,3606,390000.0,6200000.0,6590000.0,Biography,Drama,Sport
1151,It'S Kind Of A Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583,6400000.0,128000.0,6528000.0,Comedy,Drama,Romance
1152,Southside With You,2016,84.0,"Biography,Drama,History",6.3,7282,6300000.0,208000.0,6508000.0,Biography,Drama,History
1153,Incarnate,2016,91.0,"Horror,Thriller",5.3,10217,4800000.0,1500000.0,6300000.0,Horror,Thriller,
1154,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788,3800000.0,2500000.0,6300000.0,Action,Adventure,Family
1155,Midnight Special,2016,112.0,"Action,Drama,Mystery",6.6,67921,3700000.0,2500000.0,6200000.0,Action,Drama,Mystery
1156,The Duelist,2016,109.0,"Action,Drama,Thriller",6.4,2487,13500.0,6100000.0,6113500.0,Action,Drama,Thriller
1157,Greenberg,2010,107.0,"Comedy,Drama,Romance",6.1,33702,4200000.0,1900000.0,6100000.0,Comedy,Drama,Romance
1158,Cosmopolis,2012,109.0,"Drama,Fantasy",5.0,41897,764000.0,5300000.0,6064000.0,Drama,Fantasy,
1159,The Autopsy Of Jane Doe,2016,86.0,"Horror,Mystery,Thriller",6.8,76339,10500.0,6000000.0,6010500.0,Horror,Mystery,Thriller
1160,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",7.2,28994,6000000.0,600.0,6000600.0,Biography,Drama,Sport
1161,We Need To Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",7.5,123619,1700000.0,4300000.0,6000000.0,Drama,Mystery,Thriller
1162,All Saints,2017,108.0,Drama,6.0,1220,5800000.0,140000.0,5940000.0,Drama,,
1163,The Trip To Italy,2014,108.0,"Comedy,Drama",6.6,13668,2900000.0,3000000.0,5900000.0,Comedy,Drama,
1164,Attack The Block,2011,88.0,"Action,Comedy,Sci-Fi",6.7,93868,1000000.0,4800000.0,5800000.0,Action,Comedy,Sci-Fi
1165,11-11-11,2011,90.0,"Horror,Mystery,Thriller",4.0,11712,32800.0,5700000.0,5732800.0,Horror,Mystery,Thriller
1166,Genius,2016,104.0,"Biography,Drama",6.6,15611,1400000.0,4300000.0,5700000.0,Biography,Drama,
1167,Anomalisa,2015,90.0,"Animation,Comedy,Drama",7.3,58010,3800000.0,1900000.0,5700000.0,Animation,Comedy,Drama
1168,Destroyer,2018,121.0,"Action,Crime,Drama",6.2,13683,1500000.0,4000000.0,5500000.0,Action,Crime,Drama
1169,Wish I Was Here,2014,106.0,"Comedy,Drama",6.7,34907,3600000.0,1900000.0,5500000.0,Comedy,Drama,
1170,Phillauri,2017,138.0,"Comedy,Drama,Fantasy",6.1,3090,468000.0,5000000.0,5468000.0,Comedy,Drama,Fantasy
1171,Fists Of Legend,2013,154.0,Action,6.9,966,134000.0,5300000.0,5434000.0,Action,,
1172,An Inconvenient Sequel: Truth To Power,2017,98.0,Documentary,6.3,6752,3500000.0,1900000.0,5400000.0,Documentary,,
1173,Ok Jaanu,2017,135.0,"Drama,Romance",5.2,3240,356000.0,5000000.0,5356000.0,Drama,Romance,
1174,Exit Through The Gift Shop,2010,87.0,"Comedy,Crime,Documentary",8.0,58721,3300000.0,2000000.0,5300000.0,Comedy,Crime,Documentary
1175,Rabbit Hole,2010,91.0,Drama,7.0,45357,2200000.0,2900000.0,5100000.0,Drama,,
1176,Mr. X,2015,133.0,"Action,Crime,Sci-Fi",3.8,1515,45000.0,5000000.0,5045000.0,Action,Crime,Sci-Fi
1177,Table 19,2017,87.0,"Comedy,Drama,Romance",5.8,22751,3600000.0,1400000.0,5000000.0,Comedy,Drama,Romance
1178,Blindspotting,2018,95.0,"Comedy,Crime,Drama",7.4,17165,4300000.0,530000.0,4830000.0,Comedy,Crime,Drama
1179,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209,305000.0,4400000.0,4705000.0,Comedy,Crime,Drama
1180,The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792,3600000.0,1100000.0,4700000.0,Biography,Drama,Music
1181,Girl In Progress,2012,93.0,"Comedy,Drama",5.6,6199,2600000.0,2000000.0,4600000.0,Comedy,Drama,
1182,Commitment,2013,113.0,"Action,Drama",6.8,2499,76500.0,4500000.0,4576500.0,Action,Drama,
1183,The Wall,2017,88.0,"Action,Drama,Thriller",6.2,20391,1800000.0,2700000.0,4500000.0,Action,Drama,Thriller
1184,Hamari Adhuri Kahani,2015,129.0,"Drama,Romance",6.7,4643,235000.0,4200000.0,4435000.0,Drama,Romance,
1185,Mark Felt: The Man Who Brought Down The White House,2017,103.0,"Biography,Drama,History",6.4,9324,769000.0,3600000.0,4369000.0,Biography,Drama,History
1186,Please Give,2010,87.0,"Comedy,Drama",6.6,10652,4000000.0,280000.0,4280000.0,Comedy,Drama,
1187,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,237000.0,4000000.0,4237000.0,Drama,Sci-Fi,Thriller
1188,The Mercy,2018,112.0,"Adventure,Biography,Drama",6.0,5457,29500.0,4200000.0,4229500.0,Adventure,Biography,Drama
1189,Barbara,2012,105.0,Drama,7.2,11292,1000000.0,3100000.0,4100000.0,Drama,,
1190,Rare Exports: A Christmas Tale,2010,84.0,"Adventure,Fantasy,Horror",6.7,23923,236000.0,3800000.0,4036000.0,Adventure,Fantasy,Horror
1191,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727,217000.0,3800000.0,4017000.0,Crime,Drama,Horror
1192,Rules Don'T Apply,2016,127.0,"Comedy,Drama,Romance",5.7,7794,3700000.0,233000.0,3933000.0,Comedy,Drama,Romance
1193,Diplomacy,2014,84.0,"Drama,War",7.1,4469,231000.0,3700000.0,3931000.0,Drama,War,
1194,Indignation,2016,110.0,"Drama,Romance",6.8,10557,3400000.0,523000.0,3923000.0,Drama,Romance,
1195,A Private War,2018,110.0,"Biography,Drama,War",6.7,9882,1600000.0,2200000.0,3800000.0,Biography,Drama,War
1196,Brad'S Status,2017,102.0,"Comedy,Drama,Music",6.5,13259,2100000.0,1700000.0,3800000.0,Comedy,Drama,Music
1197,Branded,2012,106.0,"Drama,Fantasy,Thriller",4.7,8480,354000.0,3400000.0,3754000.0,Drama,Fantasy,Thriller
1198,The Double,2011,98.0,"Action,Crime,Drama",5.9,26994,138000.0,3600000.0,3738000.0,Action,Crime,Drama
1199,Like Crazy,2011,86.0,"Drama,Romance",6.7,55841,3400000.0,336000.0,3736000.0,Drama,Romance,
1200,Naam Hai Akira,2016,137.0,"Action,Thriller",5.9,3455,219000.0,3500000.0,3719000.0,Action,Thriller,
1201,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",6.9,45873,3000000.0,548000.0,3548000.0,Drama,Mystery,Thriller
1202,Veronica Mars,2014,107.0,"Crime,Drama,Mystery",6.8,46751,3300000.0,195000.0,3495000.0,Crime,Drama,Mystery
1203,Catfish,2010,87.0,"Documentary,Drama,Mystery",7.1,38656,3200000.0,242000.0,3442000.0,Documentary,Drama,Mystery
1204,Wild Target,2010,98.0,"Action,Comedy,Crime",6.8,33915,109000.0,3300000.0,3409000.0,Action,Comedy,Crime
1205,Machine Gun Preacher,2011,129.0,"Action,Biography,Crime",6.8,60074,539000.0,2800000.0,3339000.0,Action,Biography,Crime
1206,By The Sea,2015,122.0,"Drama,Romance",5.3,16206,538000.0,2800000.0,3338000.0,Drama,Romance,
1207,Wonderstruck,2017,116.0,"Drama,Mystery",6.2,8167,1100000.0,2200000.0,3300000.0,Drama,Mystery,
1208,Sleeping With Other People,2015,101.0,"Comedy,Drama,Romance",6.5,36105,819000.0,2400000.0,3219000.0,Comedy,Drama,Romance
1209,The Mystery Of Happiness,2014,92.0,"Comedy,Drama,Romance",6.1,743,8500.0,3200000.0,3208500.0,Comedy,Drama,Romance
1210,The Rover,2014,103.0,"Action,Crime,Drama",6.4,40576,1100000.0,2100000.0,3200000.0,Action,Crime,Drama
1211,The Front Runner,2018,113.0,"Biography,Drama,History",6.2,6372,2000000.0,1200000.0,3200000.0,Biography,Drama,History
1212,From Prada To Nada,2011,107.0,"Comedy,Drama,Romance",5.6,13644,3000000.0,123000.0,3123000.0,Comedy,Drama,Romance
1213,Flypaper,2011,87.0,"Comedy,Crime,Mystery",6.4,30352,5000.0,3100000.0,3105000.0,Comedy,Crime,Mystery
1214,Take Shelter,2011,121.0,"Drama,Horror,Thriller",7.4,83200,1700000.0,1400000.0,3100000.0,Drama,Horror,Thriller
1215,Wildlife,2018,105.0,Drama,6.9,14146,1100000.0,2000000.0,3100000.0,Drama,,
1216,The Greatest Miracle,2011,70.0,"Animation,Drama",4.5,265,555000.0,2500000.0,3055000.0,Animation,Drama,
1217,Citizenfour,2014,114.0,"Biography,Documentary,Thriller",8.1,47994,2800000.0,202000.0,3002000.0,Biography,Documentary,Thriller
1218,A Gentleman,2017,145.0,"Action,Comedy",6.3,4188,410000.0,2500000.0,2910000.0,Action,Comedy,
1219,Kites,2010,123.0,"Action,Drama,Romance",6.1,11353,1600000.0,1300000.0,2900000.0,Action,Drama,Romance
1220,Pastorela,2011,88.0,"Comedy,Fantasy",6.2,843,161000.0,2700000.0,2861000.0,Comedy,Fantasy,
1221,Letters To God,2010,110.0,"Drama,Family",6.3,4443,2800000.0,60300.0,2860300.0,Drama,Family,
1222,He Named Me Malala,2015,88.0,Documentary,6.9,4167,2700000.0,97100.0,2797100.0,Documentary,,
1223,Twelve,2010,93.0,"Action,Crime,Drama",5.7,11533,184000.0,2400000.0,2584000.0,Action,Crime,Drama
1224,The Only Living Boy In New York,2017,89.0,Drama,6.3,8727,624000.0,1900000.0,2524000.0,Drama,,
1225,Tees Maar Khan,2010,135.0,"Comedy,Crime",2.6,10122,1100000.0,1400000.0,2500000.0,Comedy,Crime,
1226,Poster Boys,2017,128.0,Comedy,5.6,1234,97000.0,2400000.0,2497000.0,Comedy,,
1227,Housefull,2010,144.0,Comedy,5.5,11089,1200000.0,1200000.0,2400000.0,Comedy,,
1228,The East,2013,116.0,"Adventure,Drama,Thriller",6.8,46804,2300000.0,99700.0,2399700.0,Adventure,Drama,Thriller
1229,Jem And The Holograms,2015,118.0,"Adventure,Drama,Family",4.1,6683,2200000.0,149000.0,2349000.0,Adventure,Drama,Family
1230,Life Of Riley,2014,108.0,"Comedy,Drama,Romance",6.0,1110,11600.0,2300000.0,2311600.0,Comedy,Drama,Romance
1231,"Men, Women & Children",2014,119.0,"Comedy,Drama",6.7,28110,706000.0,1500000.0,2206000.0,Comedy,Drama,
1232,"20,000 Days On Earth",2014,97.0,"Documentary,Drama,Music",7.5,10155,280000.0,1800000.0,2080000.0,Documentary,Drama,Music
1233,Golmaal 3,2010,155.0,"Action,Comedy",5.4,6616,1100000.0,935000.0,2035000.0,Action,Comedy,
1234,The Imposter,2012,99.0,"Biography,Crime,Documentary",7.5,42193,898000.0,1100000.0,1998000.0,Biography,Crime,Documentary
1235,Last Flag Flying,2017,125.0,"Comedy,Drama,War",6.9,18927,965000.0,904000.0,1869000.0,Comedy,Drama,War
1236,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663,663000.0,1200000.0,1863000.0,Adventure,Drama,Romance
1237,Human Flow,2017,140.0,Documentary,6.9,1980,528000.0,1300000.0,1828000.0,Documentary,,
1238,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,85839,1300000.0,456000.0,1756000.0,Drama,Romance,Sci-Fi
1239,Chalet Girl,2011,97.0,"Comedy,Romance,Sport",6.3,22352,1700.0,1700000.0,1701700.0,Comedy,Romance,Sport
1240,Guzaarish,2010,126.0,Drama,7.5,15402,1000000.0,695000.0,1695000.0,Drama,,
1241,Rustom,2016,148.0,"Crime,Drama,Thriller",7.1,19991,1100000.0,571000.0,1671000.0,Crime,Drama,Thriller
1242,2 Days In New York,2012,96.0,"Comedy,Drama,Romance",6.0,13318,633000.0,1000000.0,1633000.0,Comedy,Drama,Romance
1243,Lay The Favorite,2012,94.0,"Comedy,Drama,Romance",4.8,10555,21000.0,1600000.0,1621000.0,Comedy,Drama,Romance
1244,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,5533,855000.0,761000.0,1616000.0,Comedy,Drama,Musical
1245,Janis: Little Girl Blue,2015,103.0,"Biography,Documentary,Music",7.4,4485,410000.0,1200000.0,1610000.0,Biography,Documentary,Music
1246,Yamla Pagla Deewana,2011,163.0,"Action,Comedy,Drama",5.7,3660,993000.0,600000.0,1593000.0,Action,Comedy,Drama
1247,Lovelace,2013,93.0,"Biography,Drama",6.2,35957,357000.0,1200000.0,1557000.0,Biography,Drama,
1248,I Wish,2012,81.0,Fantasy,8.2,12,146000.0,1400000.0,1546000.0,Fantasy,,
1249,Soldiers Of Fortune,2012,94.0,"Action,Thriller",4.3,6765,38900.0,1500000.0,1538900.0,Action,Thriller,
1250,I Still See You,2018,98.0,"Fantasy,Thriller",5.7,5010,1400.0,1500000.0,1501400.0,Fantasy,Thriller,
1251,Patti Cake$,2017,109.0,"Drama,Music",6.7,8581,800000.0,682000.0,1482000.0,Drama,Music,
1252,Restrepo,2010,93.0,"Documentary,War",7.5,20691,1300000.0,105000.0,1405000.0,Documentary,War,
1253,Raavan,2010,130.0,"Action,Adventure,Crime",5.4,3847,709000.0,648000.0,1357000.0,Action,Adventure,Crime
1254,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940,693000.0,661000.0,1354000.0,Crime,Drama,Mystery
1255,Postman Pat: The Movie,2014,88.0,"Animation,Comedy,Family",4.6,1461,1500.0,1300000.0,1301500.0,Animation,Comedy,Family
1256,The Way He Looks,2014,96.0,"Drama,Romance",7.9,20160,101000.0,1100000.0,1201000.0,Drama,Romance,
1257,Howl,2010,84.0,"Biography,Drama,Romance",6.8,12096,617000.0,566000.0,1183000.0,Biography,Drama,Romance
1258,Cartel Land,2015,100.0,Documentary,7.4,16653,704000.0,422000.0,1126000.0,Documentary,,
1259,6 Below: Miracle On The Mountain,2017,98.0,"Adventure,Biography,Drama",5.7,4931,14800.0,1100000.0,1114800.0,Adventure,Biography,Drama
1260,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama",5.8,8448,542000.0,499000.0,1041000.0,Comedy,Crime,Drama
1261,Casino Jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191,1000000.0,40700.0,1040700.0,Biography,Comedy,Crime
1262,Ain'T Them Bodies Saints,2013,96.0,"Crime,Drama,Romance",6.4,19464,397000.0,635000.0,1032000.0,Crime,Drama,Romance
1263,We Are Family,2010,115.0,"Drama,Family",5.6,2614,638000.0,393000.0,1031000.0,Drama,Family,
1264,Texas Killing Fields,2011,105.0,"Crime,Drama,History",5.7,17413,45500.0,912000.0,957500.0,Crime,Drama,History
1265,The Catcher Was A Spy,2018,98.0,"Biography,Drama,War",6.2,4653,725000.0,229000.0,954000.0,Biography,Drama,War
1266,Chillar Party,2011,135.0,"Comedy,Drama,Family",7.5,5900,6300.0,826000.0,832300.0,Comedy,Drama,Family
1267,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",5.2,3651,428000.0,389000.0,817000.0,Comedy,Drama,Romance
1268,The D Train,2015,101.0,"Comedy,Drama",5.0,10066,673000.0,102000.0,775000.0,Comedy,Drama,
1269,Buena Vista Social Club: Adios,2017,110.0,Documentary,6.9,261,123000.0,578000.0,701000.0,Documentary,,
1270,No Problem,2010,139.0,"Action,Comedy,Crime",4.2,1880,285000.0,369000.0,654000.0,Action,Comedy,Crime
1271,Salinger,2013,120.0,Documentary,6.7,2314,584000.0,67000.0,651000.0,Documentary,,
1272,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,49684,582000.0,62500.0,644500.0,Crime,Drama,Mystery
1273,No One Killed Jessica,2011,136.0,"Biography,Crime,Drama",7.2,10000,441000.0,193000.0,634000.0,Biography,Crime,Drama
1274,Blackthorn,2011,102.0,"Action,Adventure,Western",6.6,8553,201000.0,423000.0,624000.0,Action,Adventure,Western
1275,Jack Goes Boating,2010,91.0,"Drama,Romance",6.4,7644,542000.0,77600.0,619600.0,Drama,Romance,
1276,The Ledge,2011,101.0,"Drama,Romance,Thriller",6.5,17757,9200.0,602000.0,611200.0,Drama,Romance,Thriller
1277,Holy Rollers,2010,89.0,"Biography,Crime,Drama",5.9,4664,303000.0,305000.0,608000.0,Biography,Crime,Drama
1278,I Spit On Your Grave,2010,108.0,"Horror,Thriller",6.3,68592,93100.0,480000.0,573100.0,Horror,Thriller,
